,0,1,2,3
213,2018-01-29 17:06:30+00:00,WacoPolice,"Facebook...UGH!!!!!!!! Okay, so Facebook has changed some things, potentially keeping you from getting important... https://fb.me/9iVCEDJQD",
214,2018-01-24 22:33:20+00:00,WacoPolice,"AND THE MOMENT YOU ALL HAVE BEEN WAITING FOR....... WE ARE HIRING!!!!!!!!!!!!! **SHARE, SHARE, SHARE THIS**... https://fb.me/830LyANUt",
215,2018-01-24 18:32:39+00:00,WacoPolice,ARREST FROM AN OLD CASE!!! Yesterday 2 of our officers on the Waco PD Traffic Unit made a traffic stop in the... https://fb.me/G7W98FOy,
216,2018-01-24 16:58:04+00:00,WacoPolice,Thanks again to The Olive Branch Express for hosting our Coffee with a Cop this morning. Leah and Gabi brought... https://fb.me/vH9sKHbU,
217,2018-01-23 22:21:53+00:00,WacoPolice,The warrant for the Murder of Kenneth Wayne Cleveland has been served. 28-year-old Zachery Lamone McKee of Waco... https://fb.me/Ghxeoy9s,
218,2018-01-20 16:43:56+00:00,WacoPolice,Everyone please be aware. These types of scams continue. We get calls every week about them and they trend... https://fb.me/1x8kQrfku,
219,2018-01-18 17:41:53+00:00,WacoPolice,Thanks to Officer Klecka for the update and photos. This morning Waco Officers responded to an injury Crash... https://fb.me/48Vw8oURl,
220,2018-01-16 17:06:41+00:00,WacoPolice,We wholeheartedly agree with the post. Our children's lives are not worth taking the risk. School... https://fb.me/842zyV1AB,
221,2018-01-16 13:44:20+00:00,WacoPolice,WAIT!!!!! WHAT????? What do you mean we all have to go in to work now..... NOOOOOOO!!!!!!!!!!! Dispatchers are... https://fb.me/YqEfTgig,
222,2018-01-16 01:18:25+00:00,WacoPolice,Earlier this afternoon there was an incident involving an off-duty Waco Police Officer. It is our understanding... https://fb.me/98fpbKrvO,
223,2018-01-13 22:39:32+00:00,WacoPolice,"Aggravated Robbery-Aggravated Assault On 1-13-18 about 3:30 a.m., Officers responded to a home in the 300... https://fb.me/3OTNAvW1F",
224,2018-01-11 18:25:39+00:00,WacoPolice,"Waco Police Department Promotions On January 11th, 2018 Chief Ryan Holt will promote two members of the Waco... https://fb.me/JYiC59QU",
225,2018-01-11 12:29:51+00:00,WacoPolice,"An arrest has been made in last nights Kidnapping case. The victim, Gabrielle was released and is safe.... https://fb.me/3icwnqEzE",
226,2018-01-11 02:47:56+00:00,WacoPolice,**Call for Assistance from Citizens** Be On The Lookout For: We are working a case this evening and need the... https://fb.me/7HNIgeFvh,
227,2018-01-09 05:26:04+00:00,WacoPolice,"And that folks is what a National College Football Championship Game should look like. If you are celebrating,... https://fb.me/5kEjSSZMR",
228,2018-01-08 22:25:01+00:00,WacoPolice,Update to Questionable Death Investigation The preliminary investigation into the death of a woman found this... https://fb.me/3Kv3NrF2O,
229,2018-01-08 19:10:52+00:00,WacoPolice,Woman Found Deceased in Vehicle We are working a Questionable Death in the parking lot of 1821 S. Valley Mills... https://fb.me/Y06ZMx5H,
230,2018-01-07 17:10:45+00:00,WacoPolice,You should be glad they didn’t see you take this picture! Have a feeling you would get a deeper understanding of the “better touch” :) #KnowYouMissWaco,#KnowYouMissWaco
231,2018-01-05 20:12:35+00:00,WacoPolice,Update to Waco Drive and Hwy 6 Crash A truck carrying a roll off dumpster was traveling under Highway 6 on Waco... https://fb.me/1p4vYM2LT,
232,2018-01-05 01:47:15+00:00,WacoPolice, ,
233,2018-01-05 01:43:56+00:00,WacoPolice,"Dude!! We feel your pain. Well kinda as it was only 51° here today. But that’s COLD for Texas!! Seriously though, thanks for toughing it out and holding the line protecting and serving. #GiveThatManaCocoa",#GiveThatManaCocoa
234,2018-01-05 01:33:57+00:00,WacoPolice,Is talking and aggravating the same thing in your world? ;),
235,2018-01-04 21:28:03+00:00,WacoPolice,Well crud!! That's not encouraging at all! :/,
236,2018-01-04 21:25:46+00:00,WacoPolice,@fuzzyswaco Fuzzy's Taco Shop followed us!!! OMG...We love Fuzzy's!!! Disclaimer...as we do multiple eateries in and around Waco. :),
237,2018-01-04 11:26:07+00:00,WacoPolice,Barricaded Suicidal Person The situation in South Waco has been resolved peacefully. One female had barricaded... https://fb.me/9kgqErAmK,
238,2018-01-03 15:21:13+00:00,WacoPolice,Just in case you needed a reminder of how it was a tad-bit cool this morning.,
239,2018-01-01 00:58:03+00:00,WacoPolice,I posted a new video to Facebook https://fb.me/RIynmVkj,
240,2017-12-31 22:16:58+00:00,WacoPolice,"Ok Waco, I just received a phone call from our dispatchers who said that the bridges and overpasses ARE beginning... https://fb.me/V3BGqBmt",
241,2017-12-28 22:03:44+00:00,WacoPolice,~~~MASSIVE POWER OUTAGE~~~ There is currently a large power outage that stemmed from an electrical fire at 27th... https://fb.me/E49ifihC,
242,2017-12-26 20:40:47+00:00,WacoPolice,"If you are in this kind of a relationship, leave it now while you are still alive. https://fb.me/KSQRvIBG",
243,2017-12-25 00:04:30+00:00,WacoPolice,Thank you Sir. Merry Christmas to you all as well!,
244,2017-12-24 22:43:21+00:00,WacoPolice,Update to Morning Crash on I-35 This morning at 7:15 Officers were dispatched to a single-vehicle accident... https://fb.me/2ngmMUspd,
245,2017-12-24 22:28:51+00:00,WacoPolice,Victim in overnight Auto/Pedestrian Fatality identified The victim in last nights crash occurring on Hewitt... https://fb.me/1szB3Z8G4,
246,2017-12-24 16:36:32+00:00,WacoPolice,Interstate Traffic Crash Update The victim in the I-35 Crash has been transported to a local hospital and is in... https://fb.me/1cgaxJkkz,
247,2017-12-24 15:37:37+00:00,WacoPolice,**Traffic Alert** This is why we are suggesting alternative routes be taken if you are traveling southbound on... https://fb.me/J8ikT3fZ,
248,2017-12-24 15:32:44+00:00,WacoPolice,Want to share with you what some of our Officers have been up to this Christmas Season! The officers won’t send... https://fb.me/1aUP4M7xA,
249,2017-12-23 23:33:22+00:00,WacoPolice,We say goodbye today to two of our retirees. Waco Police Department Sergeants Dean Priddy and Carlton Fisher... https://fb.me/9eLkIdJ4T,
250,2017-12-22 18:57:42+00:00,WacoPolice,Unusual Escapee Captured in South Waco Oh the captions we can imagine. :) This guy (the furry one) escaped... https://fb.me/WRlTOwbf,
251,2017-12-22 18:30:53+00:00,WacoPolice,Waco. It’s how y’all are. The following was passed along from one of our Patrol Officers: About 8:45 this... https://fb.me/6NCbPPPtu,
252,2017-12-16 00:39:38+00:00,WacoPolice,Santa’s helpers have been pretty busy around here!!,
253,2017-12-14 22:43:23+00:00,WacoPolice,~~NEED HELP LOCATING~~ Our special crimes unit is asking for your help! Here is what they are asking for.... https://fb.me/Tgq1qVha,
254,2017-12-06 15:27:41+00:00,WacoPolice,"Because in Texas, we truly don't have this need memorized. Thanks Gal. OEM for the reminder!",
255,2017-12-04 15:22:31+00:00,WacoPolice,"That's a big FAT NO!!!!!!!!!!!!!! Sorry Santa, not referring to you. Waco PD will not call you from a 920 area... http://fb.me/LET7g3iH",
256,2017-12-02 15:49:42+00:00,WacoPolice,This morning it’s Pets and the Police theme at the Waco Winter Wonderland! Catch any one of the officers working... http://fb.me/Gq5keaKf,
257,2017-12-02 12:50:00+00:00,WacoPolice,Great idea and heck yes we can! Be watching for it in the near future and thanks for planting the seed. #DispatchersRock #IfDispatchersAintHappyNoOnesHappy,#DispatchersRock #IfDispatchersAintHappyNoOnesHappy
258,2017-11-30 00:30:26+00:00,WacoPolice,You are correct! I shall fly there and apologize in person. Wonder if they will pay for the flight?,
259,2017-11-29 16:06:37+00:00,WacoPolice,"Okay....SO we don't want you to go all the way to New Zeland as we hire for Waco PD frequently but, we have to... http://fb.me/2YIrbD2J9",
260,2017-11-28 21:13:33+00:00,WacoPolice,Did your Tuesday Zoo Trip get cancelled and you want to know why? Well here it is. This morning at about 7:45... http://fb.me/2hWQdE9SK,
261,2017-11-27 23:14:52+00:00,WacoPolice,"Today the Waco Police Department got the pleasure of adding to our ""BLUE"" family by adding 8 new officers as well... http://fb.me/42H4QWDoG",
262,2017-11-27 01:23:46+00:00,WacoPolice,Missing Person Update A couple of citizens have located Mr. Fitzhugh and took him to the Alon at Bosque and New... http://fb.me/TqKPoFLm,
263,2017-11-23 23:30:55+00:00,WacoPolice,Please say a prayer for the involved officer and those searching for the suspect. Help Law Enforcement find this... http://fb.me/1trDBeHO1,
264,2017-11-23 02:07:59+00:00,WacoPolice,Heads up travelers!!! I-35 northbound lanes are currently shut down due to an injury crash. We are trying to... http://fb.me/9ohAoyVlI,
265,2017-11-20 17:04:26+00:00,WacoPolice,Waco Police have arrested Leroy Randle for Aggravated Assault with a Deadly Weapon and Criminal Mischief. On... http://fb.me/19tzdxTvO,
266,2017-11-20 02:03:17+00:00,WacoPolice,Heads up if you are traveling on I-35!,
267,2017-11-15 20:11:26+00:00,WacoPolice,Yes we do! I believe the city had to buy a couple of the frozen housesicles.,
268,2017-11-15 14:53:19+00:00,WacoPolice,"Just in case you wanted to know Wednesday If you have seen the construction going on near the Police Tower, the... http://fb.me/1pFaPhFTL",
269,2017-11-14 20:59:58+00:00,WacoPolice,"Things only heard on a Waco Police Department radio. (shaking our heads...) ""Attention all units, we have reports... http://fb.me/MqrJaipX",
270,2017-11-13 14:57:33+00:00,WacoPolice,NOPE!!! This is not true. https://twitter.com/beeetoria__/status/929472487607492608,
271,2017-11-13 00:15:04+00:00,WacoPolice,Holy cow!!!! Do NOT be this kid!!!!,
272,2017-11-13 00:11:15+00:00,WacoPolice,We can teach you Rooks a thing or two ya know! If only you would listen... thank goodness a few of you do. Those are our future!,
273,2017-11-12 22:09:35+00:00,WacoPolice,Thanks again to Laci and her family for the most kind and generous gift this Sunday morning!,
274,2017-11-12 14:56:35+00:00,WacoPolice,Donuts for Heroes http://fb.me/AST4ROsK,
275,2017-11-11 15:02:20+00:00,WacoPolice,"Missing Person and Fatality Crash Updates Our missing Person, Mr. Hall (name correction-Harrison Paul Hall) has... http://fb.me/GOyS2e0Z",
276,2017-11-11 13:10:42+00:00,WacoPolice,Zoo Stampede http://fb.me/Bl79SvyZ,
277,2017-11-09 21:19:19+00:00,WacoPolice,How neat is that!? That's pretty neat!!!!,
278,2017-11-09 19:21:47+00:00,WacoPolice,"Your Waco Police Department’s Officers, are receiving training and are now carrying this life saving drug. Narcan... http://fb.me/5urPJUf3T",
279,2017-11-08 18:58:44+00:00,WacoPolice,Slow down and stay safe Waco! http://fb.me/6PbzdTIxl,
280,2017-11-05 17:16:21+00:00,WacoPolice,To our public. There is a reason the Move Over Law was created. Unfortunately the death of one of our local Texas... http://fb.me/3p8yhPJgo,
281,2017-11-04 15:19:49+00:00,WacoPolice,Proud for who and what you are! Stand strong and rock the world!!!,
282,2017-11-02 18:53:52+00:00,WacoPolice,"Folks, YOU are making our community safer and we thank you for it!!",
283,2017-11-01 17:08:05+00:00,WacoPolice,We love the fact that our Officers will take the time to mingle and be a part of our community. Our folks do this... http://fb.me/JM2P06Bs,
284,2017-10-27 02:31:02+00:00,WacoPolice,"We are just glad you didn't have to file a ""dog-napping"" complaint against our officer. It was close by the way.",
285,2017-10-26 20:30:19+00:00,WacoPolice,Today we finished up our Red Ribbon Week Tour with Hewitt Elementary and McGregor ISD! A big thank you to those... http://fb.me/4WVG0MhnR,
286,2017-10-25 22:35:38+00:00,WacoPolice,Today we continued our red ribbon week by visiting Connally Elementary and West Elementary Schools! Both... http://fb.me/8nnyfYZW7,
287,2017-10-24 19:30:34+00:00,WacoPolice,This afternoon we continued our Red Ribbon Week at Crestview Elementary! Here are some of the officers that joined us there.,
288,2017-10-24 15:50:29+00:00,WacoPolice,Many thanks to the students and teachers from Parkdale Elementary for welcoming our officers to their school for... http://fb.me/zjkrJUZ4,
289,2017-10-23 20:37:21+00:00,WacoPolice,Our Crime Stoppers folks are at it again!! Waco Crime Stopper Board members Rene Duffy (2014 Texas State Crime... http://fb.me/8FTrZhm0m,
290,2017-10-23 16:20:55+00:00,WacoPolice,"For all you DAM hikers, joggers, and bike riders!!...:)))...Yes, we had some fun with this post!! http://fb.me/z1W1EV4X",
291,2017-10-22 03:06:06+00:00,WacoPolice,"Unfortunately, there is a No Reentry policy. They can’t.",
292,2017-10-22 02:10:14+00:00,WacoPolice,Thanks to the United States Air Force! Awesome flyover this evening.,
293,2017-10-21 21:06:11+00:00,WacoPolice,Can anyone help out our detectives with an identification on these persons of interest? http://fb.me/1GM1bKXXr,
294,2017-10-19 16:15:29+00:00,WacoPolice,Please take a few minutes to learn about this serious problem. Prostitution is NOT a victimless crime!,
295,2017-10-19 00:48:45+00:00,WacoPolice,"Thank you so much to the Waco Scottish Rite Bodies, the Lee Lockwood Library and Museum and KWTX for hosting the... http://fb.me/yyf81tpK",
296,2017-10-18 13:45:01+00:00,WacoPolice,Update on Questionable Death Investigation The body that was discovered on 10-15-17 in the area of 28th and Waco... http://fb.me/95ekF0Jw1,
297,2017-10-14 20:27:06+00:00,WacoPolice,"I’m not sure who’s having more fun, our officers or the citizens attending the Silobration!! http://fb.me/8Z5cKutKs",
298,2017-10-13 13:49:35+00:00,WacoPolice,Great job Navarro County S.O. !!! That’s a lot of dope taken off the market!! Central Texas sheriff's office has... http://fb.me/QYcVo0I4,
299,2017-10-09 21:15:25+00:00,WacoPolice,Thanks to our Police Explorers for assisting with the 2017 SWAT Competition this past week and weekend! According... http://fb.me/607ATHJU6,
300,2017-10-06 15:55:44+00:00,WacoPolice,"If you know 17-year-old Skyler Christopher Durham (photo #1), please encourage him to turn himself in on this...",
301,2017-10-05 22:34:41+00:00,WacoPolice,Ronald Kennedy was sentenced to life in prison for Attempted Capital Murder of a Waco Police Officer. Statement... http://fb.me/6IIIpJzyK,
302,2017-10-05 19:52:06+00:00,WacoPolice,http://fb.me/yiAe0rhL,
303,2017-10-04 22:19:05+00:00,WacoPolice,"We have some really unique officers at Waco PD, and just feel compelled to share them with our public! ...No...",
304,2017-10-04 22:07:05+00:00,WacoPolice,Attached are the photos of the suspect in the Bank of America Robbery that occurred earlier today.,
305,2017-10-04 20:07:05+00:00,WacoPolice,"Bank Robbery Update The suspect was wearing a hard hat, blue plaid long sleeve shirt, white painters pants, a... http://fb.me/2q7M1o4lE",
306,2017-10-04 19:14:59+00:00,WacoPolice,Bank Robbery We are working a Bank Robbery that just occurred at the Bank of America located on Hewitt Drive... http://fb.me/65Dy7bDIR,
307,2017-10-04 14:19:54+00:00,WacoPolice,The victim in the Auto/Pedestrian Fatality that occurred on 10-2-17 in the 1200 block of N. 18th has been... http://fb.me/1hGO0Arc2,
308,2017-09-21 15:58:28+00:00,WacoPolice,It is with deep sadness that one of our former canine officers PSD Toro had to be put down yesterday due to... http://fb.me/1flEhHW3e,
309,2017-09-21 11:32:59+00:00,WacoPolice,"Good morning City of Waco, this morning we would like to introduce an new informational video that our very own...",
310,2017-09-20 13:35:36+00:00,WacoPolice,This morning at 7:15 some of our officers along with other employees and citizens of Waco gathered at the flag... http://fb.me/120pH4QHi,
311,2017-09-19 21:24:30+00:00,WacoPolice,Tyler Opdyke ...THANK YOU for your honesty!!! You rock young man!!,
312,2017-09-18 16:32:34+00:00,WacoPolice,This past week was Community Helpers week for the Kindergarten students at Waco ISD Crestview Elementary.... http://fb.me/2kLp8GANs,
313,2017-09-17 18:41:25+00:00,WacoPolice,Cancel Missing Person Alert Mr. Reed has been located. He was located in a heavily wooded ravine several blocks... http://fb.me/7rIWMmisJ,
314,2017-09-12 18:16:26+00:00,WacoPolice,Please keep one of our local First Responders in your thoughts and prayers. ETMC Paramedic Rory Barros was...,
315,2017-09-11 20:57:31+00:00,WacoPolice,"Think you're coming to meet her? Think again, we intend to show you this. 17 snared in this weekend's Prostitution Sting. Don't chance it.",
316,2017-09-06 18:58:45+00:00,WacoPolice,"No injuries, thankfully but a great example of what driver inattention can lead to. This just occurred in the... http://fb.me/8JxCondEN",
317,2017-09-06 15:58:56+00:00,WacoPolice,"See You at the Station Event Wednesday, Sept 20th at 7:15 AM In front of the Waco PD Tower. Please join us as... http://fb.me/zeUxR9QQ",
318,2017-09-06 15:28:42+00:00,WacoPolice,"Chief Holt Promotes Officer Joseph Seaman to Sergeant In a ceremony this afternoon, Chief Holt will promote... http://fb.me/x4J3Qj6p",
319,2017-09-05 22:05:36+00:00,WacoPolice,Waco PD's Operation Backpack Several of our officers decided to pitch in and buy backpacks filled with school... http://fb.me/wtEwUTlp,
320,2017-09-05 17:09:40+00:00,WacoPolice,"Victim Services Training Academy When: Applications due by September 15, 2017 Academy begins October 2, 2017... http://fb.me/E7np0uCK",
321,2017-09-04 16:52:56+00:00,WacoPolice,Thank you for the assistance. Marisa has been located and is safe. She is no longer listed as a missing juvenile.,
322,2017-09-02 22:26:56+00:00,WacoPolice,A red Fox is creating quite the commotion inside McLane Stadium...no seriously!,
323,2017-09-02 16:18:59+00:00,WacoPolice,Finally!!!!! Baylor Bear Game Day is here!!!! Catch the shuttle and leave the driving to us.,
324,2017-09-02 16:00:29+00:00,WacoPolice,Our folks had a great time with these little ones Friday! We gave a class to the pre-k classes at Rapoport... http://fb.me/6HQNsnmMv,
325,2017-09-02 00:53:13+00:00,WacoPolice,For those of you that want to see what's going on please just view our pictures and continue to avoid the area of... http://fb.me/8Hk5oWJPz,
326,2017-09-02 00:13:56+00:00,WacoPolice,**Safety/Traffic Alert** A natural gas line has been hit and ruptured during a construction dig on Hwy. 6 near... http://fb.me/8XFpHT3ER,
327,2017-09-01 22:55:47+00:00,WacoPolice,Horseplay on duty!!!!!?? You bet we do!!!!!,
328,2017-08-31 23:24:54+00:00,WacoPolice,"Can't say enough good things about what these off-duty officers, KWTX's Taina Maya and friends did for South... http://fb.me/7kykMn94M",
329,2017-08-31 15:44:21+00:00,WacoPolice,The all clear has been given! The device was a utility tracking device. Bomb squad technicians said to the... http://fb.me/LaPEjjs7,
330,2017-08-31 15:25:31+00:00,WacoPolice,Update http://fb.me/7D1rmI1Ru,
331,2017-08-31 15:00:51+00:00,WacoPolice,Again it is the River Valley Intermediate School that is near the area of concern. It is located on Speegleville... http://fb.me/FKLoTU5r,
332,2017-08-31 14:49:01+00:00,WacoPolice,I posted a new video to Facebook http://fb.me/1yDSTwSyC,
333,2017-08-31 14:42:47+00:00,WacoPolice,Hwy 6 and Speegleville incident http://fb.me/8DzUFFsFp,
334,2017-08-31 14:32:03+00:00,WacoPolice,Hwy. 6 and Speegleville Road Incident http://fb.me/9fZdn62KJ,
335,2017-08-31 14:27:26+00:00,WacoPolice,"If you have loved ones in the Heartis Assisted Living Center, they are safe. Again please do not try to enter the... http://fb.me/CgwxKIj6",
336,2017-08-31 14:23:14+00:00,WacoPolice,If you have children in Speegleville Elementary they are in a safe area and are being sheltered in place.... http://fb.me/8P42T8SAx,
337,2017-08-31 14:16:26+00:00,WacoPolice,Very important. Please share this post. We have been made aware of a suspicious package placed against the gas... http://fb.me/7uMhcE8i5,
338,2017-08-31 13:59:36+00:00,WacoPolice,There is an ongoing incident at highway 84 and Speegleville Road. Please avoid and leave the area. Additional... http://fb.me/xugjJFPT,
339,2017-08-30 20:27:03+00:00,WacoPolice,Rescuers Update All are still safe and teams have split in to two groups to better serve the area. Some are... http://fb.me/6KcktffOe,
340,2017-08-30 00:15:38+00:00,WacoPolice,HPD our hearts mourn with you. We are so sorry for your loss. Rest In Peace Sergeant Perez.,
341,2017-08-29 22:18:37+00:00,WacoPolice,Waco Rescuers Update Taina Maya KWTX has just updated me that all our guys and gals are safe after a full day of... http://fb.me/2lnAqhDVP,
342,2017-08-29 18:23:43+00:00,WacoPolice,"First things first: To the families of our officers that are helping in South Texas, your loved ones are safe.... http://fb.me/6ze4z1ier",
343,2017-08-29 15:47:31+00:00,WacoPolice,Prayers to Brazoria County!,
344,2017-08-29 14:49:43+00:00,WacoPolice,Thanks for sharing this CNN!!,
345,2017-08-29 01:28:33+00:00,WacoPolice,Our off-duty folks have made their way to the Conroe area and are already seeing the flooding. One of our... http://fb.me/6CceEgOLH,
346,2017-08-28 18:31:01+00:00,WacoPolice,For those of you with loved ones on the Royal Caribbean ships out of Galveston. Thanks R.C. for looking out for... http://fb.me/6WDAkPuUR,
347,2017-08-28 18:27:05+00:00,WacoPolice,For those of you with loved ones on the Carnival ships out of Galveston. Great job Carnival in taking care of... http://fb.me/8XSJGAMsf,
348,2017-08-27 03:56:40+00:00,WacoPolice,I-35 has reopened and will slowly return to normal traffic flow.,
349,2017-08-27 01:40:56+00:00,WacoPolice,I-35 Crash Update Multiple vehicles involved including trucks. Several individuals injured with at least one... http://fb.me/3m6yjk83K,
350,2017-08-26 23:34:04+00:00,WacoPolice,**Traffic Alert** We are working a major crash on I-35 between Waco Drive and the Brazos River. All Southbound... http://fb.me/7oZDxvJXz,
351,2017-08-25 01:29:18+00:00,WacoPolice,As if storm surge isn't bad enough!,
352,2017-08-22 16:16:27+00:00,WacoPolice,"Would Be Burglar Captured by Home Surveillance Video About 9:50 this morning, Officers responded to a Burglary... http://fb.me/4xoDbb9Yl",
353,2017-08-21 20:02:20+00:00,WacoPolice,"Ever watch CSI and think..I can do that!! Okay, it's really absolutely NOTHING like the T.V. show, but here is... http://fb.me/4tYwktIHV",
354,2017-08-21 19:57:12+00:00,WacoPolice,Another way for you to help out at Waco PD! http://fb.me/1hPUpGOpW,
355,2017-08-21 18:13:07+00:00,WacoPolice,Thanks Cheyenne E. for snapping these! Police Officers supporting the community at a donation car wash at Church's Chicken N 19th.,
356,2017-08-18 22:22:04+00:00,WacoPolice,Yesterday morning at 11:00 a.m. Drug Enforcement Investigators were serving several “Delivery Warrants “ on... http://fb.me/5CQFKXEBM,
357,2017-08-18 20:55:43+00:00,WacoPolice,Power and telephone lines down on 17th and 18th St. at Wood Avenue due to a minor traffic crash. Please avoid the... http://fb.me/7DZwCBAJ2,
358,2017-08-18 00:22:09+00:00,WacoPolice,Several of our officers had a great morning welcoming the kiddos back to school!! http://fb.me/1aGR80usV,
359,2017-08-16 19:21:54+00:00,WacoPolice,Our Detectives would like to have a word with these two. Can anyone help? http://fb.me/wqvOUjW4,
360,2017-08-16 15:42:46+00:00,WacoPolice,"Update and Statement from Officer Will Graeber and Family Good Morning All, Please see the attached statement... http://fb.me/2iEDK4zNc",
361,2017-08-16 15:19:07+00:00,WacoPolice,Heads up everyone!! School Zone Enforcement Ahead!! http://fb.me/wOWj0qTo,
362,2017-08-11 20:00:14+00:00,WacoPolice,There is a Facebook post going around saying that two mothers were attacked in a store parking lot this morning... http://fb.me/5wbuxsucN,
363,2017-08-09 15:01:59+00:00,WacoPolice,"One of our officers had an interesting and unique traffic stop yesterday. Our question to the troop was, what... http://fb.me/625yZZfip",
364,2017-08-08 17:01:45+00:00,WacoPolice,Legal if the intersecting streets are both one-way streets and a left turn is permissible. http://www.statutes.legis.state.tx.us/Docs/TN/htm/TN.544.htm,
365,2017-08-08 17:00:52+00:00,WacoPolice,Legal if: If the intersecting streets are both one-way streets and a left turn is permissible. http://www.statutes.legis.state.tx.us/Docs/TN/htm/TN.544.htm https://twitter.com/elll_edwards/status/894665092704247808,
366,2017-08-08 14:22:29+00:00,WacoPolice,"Aggravated Robbery Last night at 12:53 a.m. in the 5100 block of Sanger, a male victim, was approached by a male... http://fb.me/68FiqM7Kh",
367,2017-08-06 19:21:14+00:00,WacoPolice,**Update on Officer Graeber** Great news!! Will is making leaps and bounds (figurative speaking I'm sure he would... http://fb.me/3w8z5AQEd,
368,2017-08-05 16:29:14+00:00,WacoPolice,Thank you to KWTX's Paul Gately for sharing with the public this stark reminder of what we in Law Enforcement... http://fb.me/27ZDhPWsf,
369,2017-08-05 16:20:57+00:00,WacoPolice,"Thank you R.W. for your message to us: Officer, you pulled me over today. Not to be mean, or because of a... http://fb.me/8XAzCsJaR",
370,2017-08-04 17:45:05+00:00,WacoPolice,BELFOR Property Restoration had no idea what this past Tuesday had in store for our department when they had made... http://fb.me/uvvqGFGR,
371,2017-08-03 20:03:59+00:00,WacoPolice,"Update on Officer Graeber and Family This is obviously a difficult journey for them both and I know they, as we,... http://fb.me/H5ldA8zZ",
372,2017-08-03 17:18:39+00:00,WacoPolice,Many of you have inquired on the condition of Officer Graeber and we are grateful for your concerns. He is... http://fb.me/3qwHIWPOk,
373,2017-08-02 16:23:24+00:00,WacoPolice,Injured Officer Identified The Officer injured in yesterday’s incident is William Graeber. Officer Graeber... http://fb.me/8nkgSRl4F,
374,2017-08-02 14:22:26+00:00,WacoPolice,Attempted Capital Murder Update The suspect in yesterday’s incident has been identified and his family has been... http://fb.me/2NgiUJzHl,
375,2017-08-01 16:51:51+00:00,WacoPolice,We have had an officer injured in the line of duty this morning. Please say a prayer for him and all those involved.,
376,2017-08-01 12:18:31+00:00,WacoPolice,"Umm, yeah, just saying...you probably don't want to have a glass of milk at my house. (Don't share this with my Mrs.!!) Sgt. Swanton",
377,2017-08-01 11:50:55+00:00,WacoPolice,**Traffic Alert** Take the back roads if having to travel on I-35 this morning. I-35 is closed in Bruceville-Eddy... http://fb.me/7RDXKZkJO,
378,2017-07-31 00:11:01+00:00,WacoPolice,"And now a message from our very own Explorer Post of the Year Leader, Officer Sofie Martinez! She says: Very... http://fb.me/1t7KFElaa",
379,2017-07-29 02:40:50+00:00,WacoPolice,A very bad idea indeed!,
380,2017-07-27 21:26:09+00:00,WacoPolice,Mrs. Sgt. Swanton and all the other L.E.O. spouses...Thank you for being by our sides thru thick & thin. No... http://fb.me/1EQn3GeCX,
381,2017-07-26 20:37:04+00:00,WacoPolice,We're kinda thinking...Hummm? How big of a jerk robber can I be today?,
382,2017-07-26 18:20:36+00:00,WacoPolice,Last night about 10:30 p.m. Waco Officers responded to 1127 Faulkner Lane (Speedy Mart) on an Aggravated Robbery.... http://fb.me/1yyJCmHGz,
383,2017-07-26 12:22:10+00:00,WacoPolice,Some of you may notice while on your way into work this morning that the Waco Police Department's Traffic Unit is... http://fb.me/17eOLghrk,
384,2017-07-25 21:22:35+00:00,WacoPolice,"Afternoon everyone, I want to introduce Officer Bynum to you all as he will be helping me keep up with Facebook.... http://fb.me/3EG0X4avn",
385,2017-07-25 16:30:05+00:00,WacoPolice,"I am honored to say, I have the opportunity to work with these two. Waco...keep your eye on these rising stars as... http://fb.me/xflvFqCD",
386,2017-07-25 14:53:28+00:00,WacoPolice,Ready to start? Here are some helpful hints!,
387,2017-07-23 17:09:59+00:00,WacoPolice,Auto/Pedestrian Fatality Last night shortly before 10:00 p.m. officers were notified of an Auto/pedestrian... http://fb.me/8GhUxXpNO,
388,2017-07-22 21:12:58+00:00,WacoPolice,"We bring this up due to an incident occurring on the Twin Bridges earlier today. Short story is, if you have a... http://fb.me/J5m7YWms",
389,2017-07-22 20:19:54+00:00,WacoPolice,The individuals involved in the deaths yesterday at Speegleville Marina have been identified. Their respective... http://fb.me/IreLB8cX,
390,2017-07-22 14:10:44+00:00,WacoPolice,Heavy Gunfire in North Waco Neighborhood Draws Police Response Yesterday afternoon about 4:20 p.m. 911 operators... http://fb.me/vqayH9jZ,
391,2017-07-21 21:41:40+00:00,WacoPolice,Murder/Suicide This afternoon at 1:00 p.m. Waco officers responded to Speegleville Marina after a witness... http://fb.me/x1mc51Ou,
392,2017-07-19 16:45:18+00:00,WacoPolice,Word of advice.... avoid the intersection of New Road and Franklin due to road resurfacing. Or just plan on... http://fb.me/46NXVMa7b,
393,2017-07-18 20:33:30+00:00,WacoPolice,"Great tips from our friends at Killeen P.D. Remember, we encourage citizens to use the front lot of Waco P.D. at... http://fb.me/I6YdXDAk",
394,2017-07-18 20:04:53+00:00,WacoPolice,Traffic Unit guys had the chance to eat lunch today with some new friends.,
395,2017-07-18 16:55:56+00:00,WacoPolice,"Waco P.D. Seeking Assistance in Locating Missing Person 26-year-old, female Yadira Flores-Zuniga was reported... http://fb.me/1l0LCow98",
