,0,1,2,3
41,2020-01-23 20:37:21+00:00,McKinneyPolice,"Chief Conley was honored to have been asked to give the invocation at the 25th Annual Child Advocate Appreciation Luncheon hosted by the @CACCollinCounty. We applaud your dedication to your mission of providing safety, healing &amp; justice for children victimized by abuse / neglect.",
42,2020-01-23 15:31:16+00:00,McKinneyPolice,"If you are a TCOLE Certified Police Officer who is looking for better opportunities, we want to hear from you! We offer lateral pay of up to $88,520.43 per year. We are holding an entrance exam on 2/28. Deadline is 2/14. https://www.governmentjobs.com/careers/cityofmckinney/jobs/2671491/police-officer-entrance-exam-tcole-licensed-only?page=2&amp;pagetype=jobOpportunitiesJobs&amp;fbclid=IwAR2xxYVqtGpJqSWNcYQF7P_dIZH5UwLCWUhTF4awqZ7cvO4QHz5wCvJaqdE",
43,2020-01-23 14:08:30+00:00,McKinneyPolice,Glad to hear you enjoyed it ,
44,2020-01-22 20:25:19+00:00,McKinneyPolice,"Learn more about us and about police work, including traffic laws, DWI stops, crime scene investigations, SWAT, K9, and other police functions. Go here for more: https://www.mckinneytexas.org/459/Citizens-Police-Academy and get signed up before it fills up!",
45,2020-01-18 14:35:36+00:00,McKinneyPolice,There was no attempted abduction.,
46,2020-01-17 22:38:59+00:00,McKinneyPolice,** UPDATE ** Detectives investigating the Jan. 8 alleged abduction attempt of a middle school student have concluded that the man in the photo which has been widely shared on social media was in the area for legitimate reasons and no crime was committed.,
47,2020-01-15 22:55:26+00:00,McKinneyPolice,"Did you know we're on @instagram? (Also, we're 7 away from 5,000 )",
48,2020-01-15 21:02:58+00:00,McKinneyPolice,We continue to investigate Sunday’s reported assault on the trail near Eldorado/Country Club. Have info? Contact Det. Owens 972-547-2819 or cowens@mckinneytexas.org. We encourage residents to always be aware of their surroundings and to call 911 if they see something suspicious.,
49,2020-01-13 16:34:07+00:00,McKinneyPolice,,
50,2020-01-13 16:27:14+00:00,McKinneyPolice,He snatched defeat from the jaws of victory right there ,
51,2020-01-11 15:41:06+00:00,McKinneyPolice,Our officers worked one crash due to the frozen precipitation this morning. It is being cleared now. It happened on the ramp from NB 121 to go NB on 75. One person was transported with non life threatening injuries. Sand trucks have treated the bridges and overpasses.,
52,2020-01-10 22:41:59+00:00,McKinneyPolice,"Know these suspects? They are wanted in the robbery of the Kwik Shop convenience store in the 200 block of E. University. If you have any information, please reach out to Det. Craig Owens at 972-547-2819 or cowens@mckinneytexas.org.",
53,2020-01-10 19:35:16+00:00,McKinneyPolice,We are under a #TornadoWatch until 9 o'clock tonight. #Dfwwx #Txwx,#TornadoWatch #Dfwwx #Txwx
54,2020-01-10 17:19:38+00:00,McKinneyPolice,"Strong storms are expected today and tonight, possibly starting around the time school lets out. According to the @NWSFortWorth “Storms are expected to develop between 2 and 4 PM” #dfwwx #txwx",#dfwwx #txwx
55,2020-01-10 16:02:30+00:00,McKinneyPolice,Excellent tips from the @NWSFortWorth about what to do if you're driving when severe weather hits. Please take a look #DFW #Weather #dfwwx #txwx,#DFW #Weather #dfwwx #txwx
56,2020-01-10 14:25:21+00:00,McKinneyPolice, ,
57,2020-01-09 22:06:39+00:00,McKinneyPolice,"Hi Chris, They were not posted on our pages, but on private citizens' pages. Thanks for reaching out.",
58,2020-01-09 21:52:29+00:00,McKinneyPolice,"2/ Videos & photos of a person of interest have since been posted to social media outlets & the individual has been identified, however, the investigation is ongoing at this time. If you have firsthand knowledge of this incident, please contact Detective Craven at 972-547-2816.",
59,2020-01-09 21:50:53+00:00,McKinneyPolice,"1/ On Wednesday, 1/8, we received a report of an alleged abduction attempt in the 6900 blk of Bountiful Grove Drive. A middle school girl told officers that an Indian male in his 20s, around 5’10”, grabbed her, but she fought him off & he drove away in a gray or silver 4DR.",
60,2020-01-09 20:21:07+00:00,McKinneyPolice,"This was a blast, @Traxxas! Thank you ",
61,2020-01-09 17:59:36+00:00,McKinneyPolice, ,
62,2020-01-09 17:39:35+00:00,McKinneyPolice,He is awesome ,
63,2020-01-09 17:39:10+00:00,McKinneyPolice, ,
64,2020-01-09 17:38:53+00:00,McKinneyPolice,Thank you @MckinneyHDepot and @cfa380 for your generosity on this #LawEnforcementAppreciationDay – at McKinney Public Safety Building,#LawEnforcementAppreciationDay
65,2020-01-09 17:20:01+00:00,McKinneyPolice,"On this #LawEnforcementAppreciationDay we say thank you to all who serve, to all who have served, and to all who are preparing to serve in the @CityOfMcKinney and in cities across our nation. #Community",#LawEnforcementAppreciationDay #Community
66,2020-01-07 19:14:22+00:00,McKinneyPolice,Ready to take your career to the next level? Are you a TCOLE certified police officer? We are holding a test just for you! Join us for our entrance exam on 2/28. We have a very competitive lateral program! Go to https://www.governmentjobs.com/careers/cityofmckinney/jobs/2671491/police-officer-entrance-exam-tcole-licensed-only?page=2&amp;pagetype=jobOpportunitiesJobs&amp;fbclid=IwAR39p0QlIAwjD_WjWC9tXsZR3zBb2j6fZp2cz2piJnGwEjZr9HqeDo36uLQ for more.,
67,2020-01-02 21:51:07+00:00,McKinneyPolice,"New year, new chance for you to be part of our Citizens Police Academy. Go here to register: https://www.mckinneytexas.org/459/Citizens-Police-Academy",
68,2020-01-02 21:18:39+00:00,McKinneyPolice,,
69,2020-01-02 20:42:59+00:00,McKinneyPolice,"In case you haven’t quite settled on a New Year’s resolution, we suggest going with the always popular & extremely simple to live up to, “Resolving to go the speed limit.” #ThisWasOnCentralToday #OneOfManySpeedRacers #TheLimitIs70 #LimitMeansTops #Keep2020Safe #ThursdayThoughts",#ThisWasOnCentralToday #OneOfManySpeedRacers #TheLimitIs70 #LimitMeansTops #Keep2020Safe #ThursdayThoughts
70,2019-12-31 19:21:49+00:00,McKinneyPolice,"#HappyNewYear, McKinney! We wish each of you the very best for the New Year! #HeresTo2020 #Community",#HappyNewYear #HeresTo2020 #Community
71,2019-12-31 15:37:20+00:00,McKinneyPolice,"Thank you for your support, @OregonPioneer ",
72,2019-12-31 15:36:42+00:00,McKinneyPolice,"We appreciate your support, @mfifer61",
73,2019-12-31 15:11:26+00:00,McKinneyPolice,There will be increased enforcement this #NewYearsEve. Plan ahead. Line up a ride. Arrive alive.,#NewYearsEve
74,2019-12-31 14:51:25+00:00,McKinneyPolice,"Thanks, Letty!",
75,2019-12-30 17:02:57+00:00,McKinneyPolice,"She is back at the North Pole now, but Ofc. Elle Fondashelph wanted to thank each of you for all your support over the last few weeks and wish everyone a Happy and safe New Year!",
76,2019-12-25 12:16:09+00:00,McKinneyPolice,,
77,2019-12-25 05:50:33+00:00,McKinneyPolice,Santa sighting! (Sound on!) #MerryChristmasEve,#MerryChristmasEve
78,2019-12-20 19:11:54+00:00,McKinneyPolice,Sliding into the weekend like... #FridayMotivation,#FridayMotivation
79,2019-12-20 16:36:44+00:00,McKinneyPolice,Merry Christmas to you and your family from ours.,
80,2019-12-20 16:23:21+00:00,McKinneyPolice,"Thank you for sharing this awesome video, Meghan.",
81,2019-12-20 14:40:28+00:00,McKinneyPolice,If this doesn't give you that #FridayFeeling nothing will. #Community,#FridayFeeling #Community
82,2019-12-19 21:08:19+00:00,McKinneyPolice,"*PERSONS OF INTEREST: SS SCAM* A man used a spoofed #from the U.S. Marshal’s Service, told an elderly woman her SSN had been compromised & she needed to pay $3,000 in gift cards. Then these two went shopping. Info? Contact Det. Johnson 972-547-2114 or ejohnson@mckinneytexas.org",
83,2019-12-19 17:08:39+00:00,McKinneyPolice,Congratulations to the graduates of our Citizens Police Academy class 34! Registration for the spring 2020 class is underway now: https://www.mckinneytexas.org/459/Citizens-Police-Academy – at McKinney Public Safety Building,
84,2019-12-18 19:45:34+00:00,McKinneyPolice,"If you are heading out of town over Christmas, let us know and we will keep on eye on things back home for you. Go here: https://www.mckinneytexas.org/477/Vacation-House-Watch-Request for more. #Community",#Community
85,2019-12-17 19:43:38+00:00,McKinneyPolice,What a perfect day for our Mounted Unit’s presentation at Finch Park. Thanks to all who bundled up and came out. #Community #tuesdayvibes,#Community #tuesdayvibes
86,2019-12-16 22:28:00+00:00,McKinneyPolice,"Please help us welcome our newest officers, sworn in today by Chief Greg Conley. Congratulations on becoming McKinney Police Officers.",
87,2019-12-13 15:11:34+00:00,McKinneyPolice,**UPDATE** Northbound 75 is now open. Our officer has been released from the hospital.,
88,2019-12-13 14:00:56+00:00,McKinneyPolice,"We are thankful our officer was able to walk away from this, but we cannot underscore enough the importance of obeying the Move Over Law. https://twitter.com/McKinneyPolice/status/1205482230979661825",
89,2019-12-13 13:38:55+00:00,McKinneyPolice,NB 75 is shut down & traffic is being diverting off the highway at Eldorado. One of our officers was blocking traffic for an earlier crash when he was hit by a vehicle while on his motorcycle. He was taken to the hospital with minor injuries. Please avoid the area.,
90,2019-12-12 22:40:18+00:00,McKinneyPolice,"It was a packed house for FORMER McKinney Police Deputy Chief Scott Brewer’s farewell party. After serving 19 years with us, he is now Assistant Chief for the @ProsperPD. Congratulations, Scott! We wish you all the best in your next chapter!",
91,2019-12-11 22:50:12+00:00,McKinneyPolice,"The Blue Alert issued by the DPS this afternoon is for the suspect wanted in last night's murder of Nassau Bay, Tx, police Sgt. Kaila Sullivan. More info on Blue Alerts: https://www.dps.texas.gov/IntelligenceCounterterrorism/Alerts/BlueAlertOverview.htm",
92,2019-12-10 14:41:27+00:00,McKinneyPolice,"Nope, no reports of snow coming into dispatch this morning. Onto the next assignment! #dfwwx #DFWTraffic",#dfwwx #DFWTraffic
93,2019-12-09 17:14:30+00:00,McKinneyPolice,,
94,2019-12-09 17:02:56+00:00,McKinneyPolice,"Oh sure, it's 70 degrees at 11 o'clock in the morning on December 9th, but this is Texas, so if you don't like the weather right this second, as the old saying goes, just hang on... #dfwwx",#dfwwx
95,2019-12-06 20:35:57+00:00,McKinneyPolice,He's a real pro!,
96,2019-12-06 20:13:45+00:00,McKinneyPolice,You won't believe how the week is wrapping up. Someone's ready for the weekend!,
97,2019-12-05 21:22:26+00:00,McKinneyPolice,"Please consider donating your old cellphone. We have teamed up w/@securethecall, a non-profit that turns them into 911 emergency-only phones which we give to domestic violence victims. Donation barrel is in the Public Safety Building, 2200 Taylor-Burk Dr., M-F, 8 a.m. to 5 p.m.",
98,2019-12-05 20:44:01+00:00,McKinneyPolice,Very useful information from @NCT9_1_1 ,
99,2019-12-04 18:51:12+00:00,McKinneyPolice,Update: Two suspects in custody from the earlier felony stop at 75/Virginia. Police activity in the area should be wrapping up soon.,
100,2019-12-04 18:50:48+00:00,McKinneyPolice,Update: Suspects in custody from the earlier felony stop at 75/Virginia. Police activity in the area should be wrapping up soon.,
101,2019-12-04 18:30:15+00:00,McKinneyPolice,Police activity along the east frontage road of 75 at Virginia. This is the result of a short police chase. Officers are attempting to secure the suspects at this time. Please avoid the area.,
102,2019-12-04 17:51:22+00:00,McKinneyPolice,Let them merge. #WednesdayWisdom,#WednesdayWisdom
103,2019-12-03 21:35:23+00:00,McKinneyPolice,"This. Is. Too. Cool. Kara, thank you for leaving this awesome note for Officer Palmer! He was thrilled to find it. In fact, he says, ""My wife went out this morning and found this “ticket” on my police car. Gotta love our community!""",
104,2019-12-02 18:57:03+00:00,McKinneyPolice,"Welcome aboard, Ofc. Elle Fondashelph! She is out and about patrolling the streets of McKinney with Ofc. Lynch today ",
105,2019-12-02 17:02:19+00:00,McKinneyPolice,"Proud of our Police Explorers for all their hard work during their training exercise at Home for the Holidays over the weekend. Our SROs took them under their wings as they learned about communication skills, observation techniques, and foot patrol techniques, just to name a few.",
106,2019-12-02 14:26:18+00:00,McKinneyPolice,"Thank you for the shout out, Ian ",
107,2019-11-27 18:27:22+00:00,McKinneyPolice,A few of our officers share what they are thankful for. Happy Thanksgiving from our family to yours. #Thanksgiving #Thankful #McKinneyPolice,#Thanksgiving #Thankful #McKinneyPolice
108,2019-11-26 22:34:11+00:00,McKinneyPolice,They played hard! More than 80 young people joined us for our 3rd annual Turkey Bowl this morning. This pic pretty much sums up the #tuesdayvibes there #findtheball #completion,#tuesdayvibes #findtheball #completion
109,2019-11-26 20:54:44+00:00,McKinneyPolice,Thank you so much. We appreciate your support. Happy Thanksgiving.,
110,2019-11-26 17:48:40+00:00,McKinneyPolice,"Incredibly thankful to @RicksMcKinney, @HarvestMckinney, and The Grand Hotel for providing us with a delicious Thanksgiving buffet today. We are so proud to serve such a great community ",
111,2019-11-25 19:17:40+00:00,McKinneyPolice,Make sure you have a solid plan in place for the packages that will be delivered to your door. You can count on the bad guys having one! Stay one step ahead of package thieves this year. Be informed. Don't become a victim. #McKinneyPolice #Community,#McKinneyPolice #Community
112,2019-11-21 15:20:33+00:00,McKinneyPolice,Want to know how easy it is for someone to steal your stuff right out of your vehicle? Check out a few of the BMV reports our officers have taken in just the past few months and see if you can spot the theme.,
113,2019-11-20 19:34:52+00:00,McKinneyPolice,You're very welcome.,
114,2019-11-20 19:19:11+00:00,McKinneyPolice,Useful information in case you've ever wondered. #WednesdayWisdom #Calling911,#WednesdayWisdom #Calling911
115,2019-11-20 16:09:08+00:00,McKinneyPolice,Honored to have been part of this wonderful tradition.,
116,2019-11-19 20:24:43+00:00,McKinneyPolice,Around a year and a half now.,
117,2019-11-19 20:03:47+00:00,McKinneyPolice,"In regards to our non-emergency number, 972-547-2700, it does go to the auto-attendant greeting system, then has selections on a menu. Thanks again for Tweeting us the info ",
118,2019-11-19 19:57:59+00:00,McKinneyPolice,Thank you for passing that along - We are checking into it now.,
119,2019-11-16 12:56:10+00:00,McKinneyPolice, ,
120,2019-11-16 12:55:51+00:00,McKinneyPolice,,
121,2019-11-15 19:52:25+00:00,McKinneyPolice,**DID YOU KNOW** You CAN turn left on red when 2 one-way streets intersect. #FunFactFriday,#FunFactFriday
122,2019-11-15 18:59:06+00:00,McKinneyPolice,"Thanks to the great response, we have filled up for this event and registration is now closed. See everyone on the 26th for our annual ",
123,2019-11-14 19:16:47+00:00,McKinneyPolice,Calling all parents of 5th through 9th graders who are staying in town Thanksgiving week & don't want the kids glued to the TV the whole time: Registration for our annual Turkey Bowl ends a week from tomorrow! Sign up: https://www.mckinneytexas.org/calendar.aspx?EID=12219 Lunch &amp; free t-shirts are provided!,
124,2019-11-14 16:24:44+00:00,McKinneyPolice,"Congratulations to Ken Montgomery, a longtime member of our Citizens on Patrol organization, for celebrating 15 years of selfless volunteering and backing the Blue. We are deeply thankful for your dedication! #ThankfulThursday",#ThankfulThursday
125,2019-11-14 14:23:09+00:00,McKinneyPolice,"This is awesome, @MNHSsoftball We are so thankful! #ThankfulThursday",#ThankfulThursday
126,2019-11-11 21:11:12+00:00,McKinneyPolice,"Thank you, Veterans. We salute you. #VeteransDay #veteransday2019",#VeteransDay #veteransday2019
127,2019-11-08 15:54:37+00:00,McKinneyPolice,#FlashbackFriday,#FlashbackFriday
128,2019-11-05 21:02:42+00:00,McKinneyPolice,"Gracias por acompañarnos anoche en UNIDOS. Como siempre, fue un placer. Hasta el próximo We are thankful for another productive UNIDOS meeting. Looking forward to the next event! #UNIDOS #Community",#UNIDOS #Community
129,2019-11-05 19:15:45+00:00,McKinneyPolice,,
130,2019-11-01 18:55:07+00:00,McKinneyPolice,Time to change a password but can't think of anything new? Take a minute and a half to watch this! #FraudAlertFriday,#FraudAlertFriday
131,2019-11-01 18:21:50+00:00,McKinneyPolice,Nos vemos el lunes para UNIDOS ,
132,2019-11-01 18:20:54+00:00,McKinneyPolice,Our next #UNIDOS meeting is coming up on Monday ,#UNIDOS
133,2019-10-31 19:54:21+00:00,McKinneyPolice,Right?! It's the childcare center for the staff.,
134,2019-10-31 18:24:26+00:00,McKinneyPolice,School Resource Officer Bryant Bailey on #candy patrol today helping with #halloween2019 duties at @McKinneyNorthHS. #HappyHalloween,#candy #halloween2019 #HappyHalloween
135,2019-10-30 15:10:35+00:00,McKinneyPolice,Thanks for the support ,
136,2019-10-30 14:42:16+00:00,McKinneyPolice,Please remember to watch your speed - all the time - but especially when it’s raining. And watch out for some minor street flooding happening right now. #dfwwx #txwx #dfwtraffic,#dfwwx #txwx #dfwtraffic
137,2019-10-30 13:45:10+00:00,McKinneyPolice,Planning a trip over Thanksgiving this year? Let us know and we will keep an eye on things back home for you. Click the link to fill out the form: https://www.mckinneytexas.org/477/Vacation-House-Watch-Request,
138,2019-10-29 14:08:31+00:00,McKinneyPolice,Our 3rd annual Turkey Bowl is coming up on Nov. 26! 5th through 9th graders will compete in teams during this fun Thanksgiving week event that runs from 9am-noon. Everyone gets a T-shirt to take home. Pizza will be served! Sign up by 11/22 https://www.mckinneytexas.org/formcenter/police-7/flag-football-turkey-bowl-173,
139,2019-10-25 15:33:31+00:00,McKinneyPolice,,
140,2019-10-25 13:45:14+00:00,McKinneyPolice,Planning a trip over Thanksgiving this year? Let us know and we will keep an eye on things back home for you. Click the link to fill out the form: https://www.mckinneytexas.org/477/Vacation-House-Watch-Request,
141,2019-10-24 14:54:56+00:00,McKinneyPolice,"*SHARE* Know them? The one in the black tank was seen on 9/28 at Best Buy using someone else’s info to access their card to buy MacBook Pro's. On 10/11, the other tried to use the same victim’s info to open a Target card. Info? Contact Det. Malenfant at tmalenfa@mckinneytexas.org",
142,2019-10-22 20:01:25+00:00,McKinneyPolice,Anyone else catch this pretty incredible sight around 380 and Highway 5 today? #c130 #cool,#c130 #cool
143,2019-10-21 05:31:32+00:00,McKinneyPolice,**URGENT**,
144,2019-10-20 13:45:04+00:00,McKinneyPolice,Planning a trip over Thanksgiving this year? Let us know and we will keep an eye on things back home for you. Click the link to fill out the form: https://www.mckinneytexas.org/477/Vacation-House-Watch-Request,
145,2019-10-18 22:35:31+00:00,McKinneyPolice,"** PLEASE SHARE** Take a look at Suspects 1, 2, & 3. Know them? They are persons of interest in a theft case at Sprout’s on Virginia Pkwy on 10/4. One is a lookout, 1 distracts, 1 steals a wallet from a purse. Info? Contact Det. Walterscheid at bwalterscheid@mckinneytexas.org.",
146,2019-10-18 21:33:16+00:00,McKinneyPolice,Ever wonder how 9-1-1 knows where you are? ,
147,2019-10-18 19:12:59+00:00,McKinneyPolice,"Thank you, Baylor Scott & White @bswhealth, for the Franks for First Responders and a pretty intense game of cornhole #FridayFeeling #Community #weekendvibes",#FridayFeeling #Community #weekendvibes
148,2019-10-17 15:18:24+00:00,McKinneyPolice, ,
149,2019-10-17 15:08:11+00:00,McKinneyPolice,"Thank you for sharing our post, @MadisonSawyerTV! #MoveOverLaw",#MoveOverLaw
150,2019-10-17 14:49:46+00:00,McKinneyPolice,"This happened in broad daylight yesterday. It’s just one example of a driver not abiding by the Move Over Law. As one of our officers on the scene says, “The truck was stopped with hazard lights on, picking up trash & the truck was traveling at a high rate of speed.” #MoveOverLaw",#MoveOverLaw
151,2019-10-17 13:58:24+00:00,McKinneyPolice,"Hi TracyD - Thank you for reaching out. Our social media is not monitored 24/7. If you have information to pass along, please call our non emergency number at 972-547-2700. If you have an emergency, please call 9-1-1.",
152,2019-10-16 22:00:36+00:00,McKinneyPolice,,
153,2019-10-15 23:00:14+00:00,McKinneyPolice,Did you know? You can text 9-1-1 if you cannot call. #Community,#Community
154,2019-10-15 13:45:06+00:00,McKinneyPolice,Planning a trip over Thanksgiving this year? Let us know and we will keep an eye on things back home for you. Click the link to fill out the form: https://www.mckinneytexas.org/477/Vacation-House-Watch-Request,
155,2019-10-14 21:00:37+00:00,McKinneyPolice,,
156,2019-10-11 21:30:07+00:00,McKinneyPolice,Be sure to check us out on @Instagram. That's where you will find all of our Behind the Badge stories and lots more.,
157,2019-10-11 12:30:06+00:00,McKinneyPolice,,
158,2019-10-10 20:16:29+00:00,McKinneyPolice, ,
159,2019-10-10 20:15:18+00:00,McKinneyPolice,,
160,2019-10-10 19:51:59+00:00,McKinneyPolice,"Have a backup plan if you’re heading outdoors this evening. It looks like fall is finally getting ready to doing its thing here in North Texas. So break out the umbrellas, the jackets, & the leg warmers (#YouKnowWhoYouAre) &amp; also remember to slow down when it’s slick out! #dfwwx",#YouKnowWhoYouAre #dfwwx
161,2019-10-09 15:32:56+00:00,McKinneyPolice,"Happy Wednesday, McKinney! #humpdayvibes",#humpdayvibes
162,2019-10-07 19:14:01+00:00,McKinneyPolice,We are looking forward to it!,
163,2019-10-07 19:13:41+00:00,McKinneyPolice,This is going to be huge! We are looking forward to being there to celebrate with @NLCharities and the @CityOfMcKinney @nancylieberman #Community #Hoops #HoopinWithTheBlue,#Community #Hoops #HoopinWithTheBlue
164,2019-10-07 15:37:23+00:00,McKinneyPolice, ,
165,2019-10-07 15:31:02+00:00,McKinneyPolice,He is starting his 25th year with us! Get to know Officer Steve Roddy and go #BehindTheBadge on our @instagram and @facebook pages.,#BehindTheBadge
166,2019-10-07 13:17:40+00:00,McKinneyPolice,"Thanks, Alberto ",
167,2019-10-06 21:12:34+00:00,McKinneyPolice,"Heads-up, McKinney. ",
168,2019-10-04 18:29:50+00:00,McKinneyPolice,"** PHONE SCAM - SHARE ** Listen to this call. The number has been spoofed. Det. Tina Malenfant says she’s seeing more and more of these. “They are doing this now because people are not answering phone calls from numbers that they might not know.“ If you get one, HANG UP.",
169,2019-10-04 13:35:20+00:00,McKinneyPolice,Love this! Tell them we will be waiting for them #FridayFeeling #FutureOfficers #Community,#FridayFeeling #FutureOfficers #Community
170,2019-10-03 17:16:07+00:00,McKinneyPolice,Our next class will fill up fast. It will run from 10 a.m. to noon on 10/26 at McKinney Fire Station 9. This program aims to put drivers with autism at ease during traffic stops & other police interactions. Registration required. Contact Ofc. Qualls at tqualls@mckinneytexas.org.,
171,2019-10-03 14:51:41+00:00,McKinneyPolice,We appreciate your support. Thank you.,
