0,1,2,3
2017-08-29 19:45:59+00:00,TxDOTHouston,Pls refer to http://www.houstontranstar.org and http://drivetexas.org.,
2017-08-29 19:28:06+00:00,TxDOTHouston,http://DriveTexas.org or http://www.houstontranstar.org,
2017-08-29 19:25:06+00:00,TxDOTHouston,Also go to http://traffic.houstontranstar.org/cctv/transtar/ to check camera views to see road conditions. But it is best to stay put until roads drain.,
2017-08-29 19:23:43+00:00,TxDOTHouston,Stay informed. Go to http://www.houstontranstar.org and http://drivetexas.org for current road closures.,
2017-08-29 17:46:04+00:00,TxDOTHouston,Use http://houstontranstar.org and http://drivetexas.org and maybe use Google maps as well. This is a fluid situation.,
2017-08-29 17:45:51+00:00,TxDOTHouston,Use http://houstontranstar.org and http://drivetexas.org and maybe use Google maps as well. This is a fluid situation.,
2017-08-29 17:45:43+00:00,TxDOTHouston,Use http://houstontranstar.org and http://drivetexas.org and maybe use Google maps as well. This is a fluid situation.,
2017-08-29 17:45:19+00:00,TxDOTHouston,Use http://houstontranstar.org and http://drivetexas.org and maybe use Google maps as well. This is a fluid situation.,
2017-08-29 17:44:09+00:00,TxDOTHouston,Also try calling our EOC at 713-802-5000.,
2017-08-29 17:43:22+00:00,TxDOTHouston,Use http://www.houstontranstar.org and http://drivetexas.org and maybe use Google maps as well. This is a fluid situation.,
2017-08-29 17:40:17+00:00,TxDOTHouston,They just have to drain off. It depends on the volume of water and how quickly the drainage system can move the water.,
2017-08-29 16:35:13+00:00,TxDOTHouston,TxDOT SE Harris crews clear inlet drains of debris to improve drainage on the highway.,
2017-08-29 00:47:31+00:00,TxDOTHouston,Stay off the road is best idea.,
2017-08-29 00:15:17+00:00,TxDOTHouston,Thanks @SenTedCruz for stopping by to visit the TxDOT Houston District EOC.,
2017-08-28 22:43:34+00:00,TxDOTHouston,Not recommended. Most major roads flooded.,
2017-08-28 22:41:43+00:00,TxDOTHouston,Best thing at this time is stay off the road.,
2017-08-28 22:40:59+00:00,TxDOTHouston,Stay off the road.,
2017-08-28 22:39:59+00:00,TxDOTHouston,IH 10 near Monmouth.,
2017-08-28 22:31:33+00:00,TxDOTHouston,SH 146 at Fred Hartman Bridge in both directions has been closed due to chemical leak from plant nearby.,
2017-08-28 21:56:33+00:00,TxDOTHouston,Crews from our SE Harris office help set up barricade to keep motorist from heading into high water. Help us by staying off the roads.,
2017-08-28 21:49:38+00:00,TxDOTHouston,We are getting multiple inquiries on current road closures. Go to http://www.houstontranstar.org or http://drivetexas.org for updates.,
2017-08-28 21:36:53+00:00,TxDOTHouston,"Please allow available road capacity to be used by 1st responders and those trying to provide aid, supplies and resources to our area.",
2017-08-28 21:24:14+00:00,TxDOTHouston,Travel for many is not necessary. Pls stay off the road. If on the road DO NOT go the opposite direction. This is extremely dangerous.,
2017-08-28 21:10:45+00:00,TxDOTHouston,Our teams continue to check road conditions. These were just taken. #Harvey #houstonflood,#Harvey #houstonflood
2017-08-28 21:01:19+00:00,TxDOTHouston,Go to http://houstontranstar.org or http://drivetexas.org.,
2017-08-28 21:00:37+00:00,TxDOTHouston,Go to http://www.houstontranstar.org or http://drivetexas.org.,
2017-08-28 19:15:25+00:00,TxDOTHouston,http://DriveTexas.org or http://houstontranstar.org,
2017-08-28 18:48:44+00:00,TxDOTHouston,All TxDOT sections are putting their best forward to help the community. This is just one fine example.,
2017-08-28 15:17:18+00:00,TxDOTHouston,You will have to check http://houstontranstar.org,
2017-08-28 14:52:17+00:00,TxDOTHouston,Stay off the roads. Most major freeways are similar to what is going on now at I-10 Eastbound and Westbound Greens Bayou just after Uvalde.,
2017-08-28 12:58:23+00:00,TxDOTHouston,Go to http://houstontranstar.org.,
2017-08-27 23:58:32+00:00,TxDOTHouston,Thank you.,
2017-08-27 23:52:44+00:00,TxDOTHouston,TxDOT Galveston Area office staff assist with evacuations on IH 45 at FM 517.,
2017-08-27 20:24:30+00:00,TxDOTHouston,TxDOT Officials Urge Motorists to Stay Off Roads - https://www.txdot.gov/inside-txdot/media-center/local-news/houston/023-2017.html.,
2017-08-27 20:11:36+00:00,TxDOTHouston,Important info you need: high water locations on state roads http://traffic.houstontranstar.org/roadclosures/#highwater. @hcfcd gauges https://www.harriscountyfws.org/?View=full.,
2017-08-27 18:13:49+00:00,TxDOTHouston,We have crews working in all parts of the district. Crews from our Fort Bend office doing a great job on IH 69 at Reading Rd.,
2017-08-27 15:49:27+00:00,TxDOTHouston,This is NEVER a good idea. Don't drive into high waters. Please don't risk it! #BeSafe #TurnAroundDontDrown #Harvey,#BeSafe #TurnAroundDontDrown #Harvey
2017-08-27 15:40:30+00:00,TxDOTHouston,The roadway network is inundated w/water and not safe for travel. Please stay off the roads today. #Harvey #BeSafe,#Harvey #BeSafe
2017-08-27 15:32:56+00:00,TxDOTHouston,We are seeing too many people going the opposite direction on freeways. Such drivers are making an already serious situation much worse.,
2017-08-27 15:02:19+00:00,TxDOTHouston,Do not attempt to get on the road. It is not safe. Not only are major freeways and highways impacted but many city roads.,
2017-08-27 11:14:47+00:00,TxDOTHouston,All tolls for SH 99/ Grand Parkway will be waived due to significant flooding until further notice.,
2017-08-27 09:29:03+00:00,TxDOTHouston,Tell him to find a safe spot and stay put.,
2017-08-27 07:04:57+00:00,TxDOTHouston,DO NOT DRIVE THE WRONG WAY ON THE FREEWAY. We are working with our law enforcement partners to get folks off freeways safely.,
2017-08-27 06:12:52+00:00,TxDOTHouston,Please folks do not make an already dangerous situation worse.,
2017-08-27 05:16:39+00:00,TxDOTHouston,Please folks shelter in place. Do not get on the roads. It is a very dangerous situation. This is not a joke.,
2017-08-27 03:28:11+00:00,TxDOTHouston,Over 70 locations with high water. Go to http://traffic.houstontranstar.org/roadclosures/#highwater for updates.,
2017-08-27 03:23:25+00:00,TxDOTHouston,HOU District Engineer Quincy Allen joins @EdEmmett @SylvesterTurner and @ArtAcevedo for press conference to urge people to stay off roads.,
2017-08-27 02:54:07+00:00,TxDOTHouston,SH 288 NB/ SB between MacGregor and IH 610 all mainlanes blocked due to high water.,
2017-08-27 02:22:17+00:00,TxDOTHouston,TxDOT and @HCTRA closing down underpasses on IH 610 W. Loop NB and SB at the Westpark Tollway. Avoid the area.,
2017-08-27 01:42:04+00:00,TxDOTHouston,High water list keeps building. Stay off the roads folks. Get full list of high water locations on state roads at http://traffic.houstontranstar.org/roadclosures/#highwater.,
2017-08-27 01:21:07+00:00,TxDOTHouston,A large band from #Harvey impacting the greater Houston area now. Not a good idea to be on the road. Lots of high water locations.,#Harvey
2017-08-27 01:19:30+00:00,TxDOTHouston,US 290 EB at Kickapoo all mainlanes blocked due to high water.,
2017-08-27 01:16:31+00:00,TxDOTHouston,IH 69 SW Frwy in both directions near FM 762 and SH 99 all mainlanes and frontage road lanes blocked. Avoid area. Stay away from high water.,
2017-08-27 00:52:05+00:00,TxDOTHouston,IH 69 SW Frwy SB at FM 762 in Fort Bend County all mainlanes blocked due to high water.,
2017-08-26 20:48:28+00:00,TxDOTHouston,TxDOT HOU District signal crews make repairs in various areas to get signals up and running. #heretoserve,#heretoserve
2017-08-26 19:47:25+00:00,TxDOTHouston,High water on SH 87/ Broadway in @CityofGalveston. Find this and other high water locations at http://traffic.houstontranstar.org/roadclosures/#highwater.,
2017-08-26 19:36:51+00:00,TxDOTHouston,TxDOT crews place barrels and barricade on IH 45 ramp just before Galveston Island due to high water on frontage road. #TURNAROUNDDONTDROWN,#TURNAROUNDDONTDROWN
2017-08-26 18:25:37+00:00,TxDOTHouston,Big thanks to @TxDOTBeaumont crews for helping clear SH 87 on Bolivar. You are the best! #teamwork,#teamwork
2017-08-26 14:28:43+00:00,TxDOTHouston,Multiple signals are out throughout the district. Treat these intersections as four-way stops. #staysafe #harvey,#staysafe #harvey
2017-08-26 14:13:10+00:00,TxDOTHouston,Yes.,
2017-08-26 14:08:54+00:00,TxDOTHouston,Pls understand... Avoid high water. You not only endanger your life but others including 1st responders. Already seeing cars in water.,
2017-08-26 13:52:43+00:00,TxDOTHouston,Thank you Congressman @CongCulberson for the great advice. https://twitter.com/congculberson/status/901438524796411904,
2017-08-26 13:33:54+00:00,TxDOTHouston,18 high water locations on state roads in the Houston District. Go to http://traffic.houstontranstar.org/roadclosures/#… for updates.,
2017-08-26 12:24:26+00:00,TxDOTHouston,Don't know.,
2017-08-26 11:55:01+00:00,TxDOTHouston,14 high water locations on state roads in the Houston District. Go to http://traffic.houstontranstar.org/roadclosures/#highwater for updates.,
2017-08-26 10:16:04+00:00,TxDOTHouston,Very good advice. As heavy rain bands come in road conditions can change quickly.,
2017-08-26 09:09:16+00:00,TxDOTHouston,"Our good friends with @FBCSO tell us there is some high water issues at IH 69/ US 59 at FM 762, FM 2218 and at Williams Way.",
2017-08-26 06:48:12+00:00,TxDOTHouston,Our Emergency Operations Center and our staff on @houstontranstar floor monitoring road conditions. Stay off the roads if possible w/ rain.,
2017-08-26 05:14:55+00:00,TxDOTHouston,SH 249 SB before Perry all mainlanes blocked due to possible-fatal accident. Expect delays.,
2017-08-26 04:53:02+00:00,TxDOTHouston,8 high water locations in the Houston District (state roads). Get updates at http://traffic.houstontranstar.org/roadclosures/#highwater.,
2017-08-26 03:36:09+00:00,TxDOTHouston,Great advice.,
2017-08-26 00:23:12+00:00,TxDOTHouston,We stand with our partner agencies to serve the citizens of the greater Houston area.,
2017-08-26 00:03:54+00:00,TxDOTHouston,Top decision makers for the Houston area together - HOU District DE Quincy Allen @TxDPS Region 2 Major Sibley and @METROHouston CEO Lambert.,
2017-08-25 22:30:44+00:00,TxDOTHouston,There are a few high water spots in the Houston District. Go to http://traffic.houstontranstar.org/roadclosures/#highwater for current locations.,
2017-08-25 21:44:39+00:00,TxDOTHouston,TxDOT crews in Brazoria County prepare sand bags and recheck equipment as they prep for #Harvey,#Harvey
2017-08-25 20:34:36+00:00,TxDOTHouston,Thanks @SRobertsKRON4. We appreciate it. We hope people listen and not behave badly when it comes to high water.,
2017-08-25 20:23:58+00:00,TxDOTHouston,Houston District crews out in force and getting equipment ready as #Harvey moves closer to the Texas Coast.,#Harvey
2017-08-25 18:30:12+00:00,TxDOTHouston,You are welcome. Always here to serve.,
2017-08-25 17:27:59+00:00,TxDOTHouston,Crews stage barrels and signage along SH 87 near SH 124 on the Bolivar Peninsula in prep for #Harvey.,#Harvey
2017-08-25 16:20:12+00:00,TxDOTHouston,Our Emergency Operations Center on conference call with @NWSHouston and Houston District staff and crews this AM.,
2017-08-25 13:13:27+00:00,TxDOTHouston,Thanks @cobychase!,
2017-08-25 13:12:38+00:00,TxDOTHouston,Preparedness is key. Great job. But you could be even more awesome by avoiding high water. #TurnAroundDontDrown #Harvey,#TurnAroundDontDrown #Harvey
2017-08-25 11:25:10+00:00,TxDOTHouston,#Knowbeforeyougo this morning. Get all the info you need including road incidents and construction closures at http://www.houstontranstar.org/.,#Knowbeforeyougo
2017-08-25 02:15:56+00:00,TxDOTHouston,Crews making progress on removal of sign bridge and overturned heavy truck on IH 610 E. Loop NB at Market. All mainlanes still closed.,
2017-09-01 22:15:05+00:00,houstontranstar,EAST SAM HOUSTON TOLLWAY Northbound At SHIP CHANNEL/TOLL BRIDGE - Stall - Status: Cleared at 5:13 PM,
2017-09-01 21:45:05+00:00,houstontranstar,EAST SAM HOUSTON TOLLWAY Northbound At SHIP CHANNEL/TOLL BRIDGE - Stall - Status: Verified at 4:43 PM - Lanes Affected: 1 Mainlane(s),
2017-09-01 20:45:05+00:00,houstontranstar,US-90 Eastbound At CROSBY EASTGATE - Other - Status: Cleared at 3:43 PM,
2017-09-01 20:00:12+00:00,houstontranstar,IH-10 EAST Westbound At MONMOUTH DR - Other - Status: Cleared at 2:57 PM,
2017-09-01 20:00:08+00:00,houstontranstar,"IH-10 EAST Eastbound At N. MAIN/ Crosby Cedar Bayou - High Water, Road Debris - Status: Cleared at 2:57 PM",
2017-09-01 20:00:05+00:00,houstontranstar,IH-10 EAST Eastbound At MONMOUTH DR - Other - Status: Cleared at 2:56 PM,
2017-09-01 19:54:05+00:00,houstontranstar,WEST SAM HOUSTON TOLLWAY Northbound At RICHMOND AVE - Accident - Status: Cleared at 2:52 PM,
2017-09-01 19:36:05+00:00,houstontranstar,WEST SAM HOUSTON TOLLWAY Northbound At FM-1093 WESTHEIMER RD - Accident - Status: Moved at 2:34 PM - Lanes Affected: 1 Shoulder Lane(s),
2017-09-01 16:00:05+00:00,houstontranstar,"SH-105 Eastbound At APRIL SOUND BLVD - Hazmat Spill, Accident - Status: Cleared at 10:58 AM",
2017-09-01 15:45:05+00:00,houstontranstar,IH-69 Northbound At BRAZOS RIVER - High Water - Status: Verified at 10:41 AM - Lanes Affected: 2 Mainlane(s),
2017-09-01 14:36:05+00:00,houstontranstar,SH-288 Southbound Before FM-2234 MC HARD RD - Road Debris - Status: Cleared at 9:35 AM,
2017-09-01 14:06:05+00:00,houstontranstar,IH-610 SOUTH LOOP Westbound At SCOTT ST - Accident - Status: Cleared at 9:04 AM,
2017-09-01 13:51:05+00:00,houstontranstar,SH-288 Southbound Before FM-2234 MC HARD RD - Road Debris - Status: Verified at 8:47 AM - Lanes Affected: 1 Mainlane(s),
2017-09-01 13:42:05+00:00,houstontranstar,HARDY TOLL ROAD Southbound At ALDINE MAIL ROUTE - Stall - Status: Cleared at 8:40 AM,
2017-09-01 13:21:05+00:00,houstontranstar,IH-610 SOUTH LOOP Westbound At SCOTT ST - Accident - Status: Verified at 8:17 AM - Lanes Affected: 1 Shoulder Lane(s),
2017-09-01 13:12:05+00:00,houstontranstar,NORTH SAM HOUSTON TOLLWAY Westbound Before Lockwood Dr - Accident - Status: Cleared at 8:09 AM,
2017-09-01 12:57:05+00:00,houstontranstar,NORTH SAM HOUSTON TOLLWAY Westbound Before Lockwood Dr - Accident - Status: Verified at 7:54 AM - Lanes Affected: 1 Shoulder Lane(s),
2017-09-01 12:54:05+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At IH-610 NORTH LOOP - Accident - Status: Cleared at 7:53 AM,
2017-09-01 12:30:05+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At IH-610 NORTH LOOP - Accident - Status: Verified at 7:26 AM - Lanes Affected: 1 Ramp Lane(s),
2017-09-01 11:45:05+00:00,houstontranstar,"SH-288 Northbound Before BELLFORT BLVD - Accident - Status: Verified at 6:42 AM - Lanes Affected: 2 Mainlane(s), 1 Shoulder Lane(s)",
2017-09-01 11:39:05+00:00,houstontranstar,IH-45 GULF Southbound At W DALLAS ST - Stall - Status: Verified at 6:34 AM - Lanes Affected: 1 Mainlane(s),
2017-09-01 11:18:05+00:00,houstontranstar,"IH-45 GULF Northbound At W DALLAS ST - Other - Status: Verified at 6:13 AM - Lanes Affected: 1 Mainlane(s), 1 Shoulder Lane(s)",
2017-09-01 11:00:05+00:00,houstontranstar,EAST SAM HOUSTON TOLLWAY Northbound At SHIP CHANNEL/TOLL BRIDGE - Stall - Status: Cleared at 5:58 AM,
2017-09-01 10:57:05+00:00,houstontranstar,EAST SAM HOUSTON TOLLWAY Northbound At SHIP CHANNEL/TOLL BRIDGE - Stall - Status: Verified at 5:55 AM - Lanes Affected: 1 Mainlane(s),
2017-09-01 04:39:05+00:00,houstontranstar,BELTWAY 8-NORTH Eastbound At IMPERIAL VALLEY DR - Accident - Status: Cleared at 11:35 PM,
2017-09-01 04:15:05+00:00,houstontranstar,BELTWAY 8-NORTH Eastbound At IMPERIAL VALLEY DR - Accident - Status: Verified at 11:11 PM - Lanes Affected: 1 Shoulder Lane(s),
2017-09-01 04:12:05+00:00,houstontranstar,IH-45 Northbound At FM-1764/JOHNNY PALMER HIGHWAY - Accident - Status: Cleared at 11:09 PM,
2017-09-01 03:57:05+00:00,houstontranstar,WEST SAM HOUSTON TOLLWAY Southbound At CENTRAL PLAZA - Stall - Status: Cleared at 10:53 PM,
2017-09-01 03:45:05+00:00,houstontranstar,"IH-45 NORTH Southbound At QUITMAN ST - Hazmat Spill, Heavy Truck, Accident - Status: Cleared at 10:43 PM",
2017-09-01 02:18:05+00:00,houstontranstar,IH-10 EAST Eastbound At N. MAIN/ Crosby Cedar Bayou - High Water - Status: Cleared at 9:15 PM,
2017-09-01 02:15:05+00:00,houstontranstar,IH-69 Eastex Freeway Southbound At SAN JACINTO RIVER - High Water - Status: Cleared at 9:12 PM,
2017-09-01 02:12:05+00:00,houstontranstar,IH-45 Northbound At FM-1764/JOHNNY PALMER HIGHWAY - Accident - Status: Verified at 9:06 PM - Lanes Affected: 3 Frontage Road Lane(s),
2017-09-01 02:03:08+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At TOWNSEN - High Water - Status: Cleared at 9:01 PM,
2017-09-01 02:03:05+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At SAN JACINTO RIVER - High Water - Status: Cleared at 9:01 PM,
2017-09-01 02:00:05+00:00,houstontranstar,IH-10 Westbound At SH-146 - High Water - Status: Cleared at 8:58 PM,
2017-09-01 01:51:05+00:00,houstontranstar,IH-69 Northbound At BRAZOS RIVER - High Water - Status: Cleared at 8:48 PM,
2017-09-01 01:45:05+00:00,houstontranstar,IH-45 NORTH Northbound At MEMORIAL DR - High Water - Status: Cleared at 8:42 PM,
2017-09-01 01:33:05+00:00,houstontranstar,IH-10 Eastbound At BRAZOS RIVER/WALLER-AUSTIN COUNTY LINE - High Water - Status: Cleared at 8:31 PM,
2017-09-01 01:27:05+00:00,houstontranstar,"EAST SAM HOUSTON TOLLWAY Northbound At Garrett - Accident - Status: Verified at 8:23 PM - Lanes Affected: 1 Mainlane(s), 1 Shoulder Lane(s)",
2017-09-01 01:24:05+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At GREENS RD - Accident - Status: Cleared at 8:21 PM,
2017-09-01 01:06:05+00:00,houstontranstar,SH-288 Southbound At FM 1462 ROSHARON RD - High Water - Status: Cleared at 8:03 PM,
2017-09-01 01:03:08+00:00,houstontranstar,SH-288 Northbound At FORT BEND COUNTY RD CR 56 - High Water - Status: Cleared at 8:01 PM,
2017-09-01 01:03:05+00:00,houstontranstar,US-90 Westbound At ADLONG JOHNSON / BOHEMIAN HALL - High Water - Status: Cleared at 7:59 PM,
2017-09-01 00:57:05+00:00,houstontranstar,US-90 ALTERNATE Westbound At SH-99 GRAND PARKWAY - High Water - Status: Cleared at 7:54 PM,
2017-09-01 00:51:05+00:00,houstontranstar,US-90 ALTERNATE Eastbound At SH-99 GRAND PARKWAY - High Water - Status: Cleared at 7:47 PM,
2017-09-01 00:18:05+00:00,houstontranstar,FM-529 Westbound At BRAZOS RIVER/WALLER-AUSTIN COUNTY LINE - High Water - Status: Cleared at 7:16 PM,
2017-09-01 00:12:05+00:00,houstontranstar,FM-362 Northbound At WINTERS RD - High Water - Status: Cleared at 7:09 PM,
2017-09-01 00:06:05+00:00,houstontranstar,FM-2919 Northbound At BATTLE RD - High Water - Status: Cleared at 7:04 PM,
2017-08-31 23:57:05+00:00,houstontranstar,IH-610 WEST LOOP Northbound At FOURNACE PL - Accident - Status: Cleared at 6:54 PM,
2017-08-31 23:42:14+00:00,houstontranstar,FM-2855 Southbound At US-90 - High Water - Status: Cleared at 6:40 PM,
2017-08-31 23:42:11+00:00,houstontranstar,FM-2855 Northbound At US-90 - High Water - Status: Cleared at 6:41 PM,
2017-08-31 23:42:08+00:00,houstontranstar,FM-2855 Northbound At FM-529 - High Water - Status: Cleared at 6:38 PM,
2017-08-31 23:42:05+00:00,houstontranstar,IH-610 WEST LOOP Northbound At FOURNACE PL - Accident - Status: Verified at 6:39 PM - Lanes Affected: 4 Mainlane(s),
2017-08-31 23:39:05+00:00,houstontranstar,FM-2855 Southbound At FM-529 - High Water - Status: Cleared at 6:38 PM,
2017-08-31 23:36:05+00:00,houstontranstar,FM-1887 Northbound At FM-3346 - High Water - Status: Cleared at 6:32 PM,
2017-08-31 23:33:05+00:00,houstontranstar,FM-1887 Northbound At FM-359 - High Water - Status: Cleared at 6:31 PM,
2017-08-31 23:15:05+00:00,houstontranstar,FM-1887 Southbound At FM-3346 - High Water - Status: Cleared at 6:12 PM,
2017-08-31 23:03:05+00:00,houstontranstar,FM-1488 Eastbound At WYATT CHAPEL RD - High Water - Status: Cleared at 6:01 PM,
2017-08-31 23:00:05+00:00,houstontranstar,FM-1463 Southbound At Churchill Farms Blvd/ Cardiff Ranch Dr - High Water - Status: Cleared at 5:57 PM,
2017-08-31 22:51:05+00:00,houstontranstar,FM-522 Northbound At FM-1459 - High Water - Status: Cleared at 5:50 PM,
2017-08-31 22:48:05+00:00,houstontranstar,FM-1459 Southbound At FM-522 - High Water - Status: Cleared at 5:46 PM,
2017-08-31 22:45:10+00:00,houstontranstar,FM-1459 Northbound At SH-35 - High Water - Status: Cleared at 5:43 PM,
2017-08-31 22:45:07+00:00,houstontranstar,FM-1459 Northbound At FM-522 - High Water - Status: Cleared at 5:44 PM,
2017-08-31 22:39:05+00:00,houstontranstar,FM-1458 Westbound At BRAZOS RIVER/WALLER-AUSTIN COUNTY LINE - High Water - Status: Cleared at 5:36 PM,
2017-08-31 22:33:05+00:00,houstontranstar,FM-1458 Eastbound At BULLER RD - High Water - Status: Cleared at 5:32 PM,
2017-08-31 22:30:05+00:00,houstontranstar,BELTWAY 8-EAST Southbound At WALLISVILLE - High Water - Status: Cleared at 5:27 PM,
2017-08-31 22:27:05+00:00,houstontranstar,SH-99 Northbound At BRAZOS RIVER - High Water - Status: Cleared at 5:25 PM,
2017-08-31 22:24:05+00:00,houstontranstar,SH-99 Southbound At BRAZOS RIVER - High Water - Status: Cleared at 5:23 PM,
2017-08-31 22:21:05+00:00,houstontranstar,SH-6 Southbound At PATTERSON RD - High Water - Status: Cleared at 5:18 PM,
2017-08-31 22:09:05+00:00,houstontranstar,SH-6 Eastbound At FM-521 - High Water - Status: Cleared at 5:06 PM,
2017-08-31 22:03:08+00:00,houstontranstar,IH-45 Southbound At FM-518 - High Water - Status: Cleared at 5:00 PM,
2017-08-31 22:03:05+00:00,houstontranstar,SH-6 Eastbound At Bissonnet St - High Water - Status: Cleared at 4:59 PM,
2017-08-31 22:00:08+00:00,houstontranstar,SH-36 Northbound At SH-35/ 17th St - High Water - Status: Cleared at 4:58 PM,
2017-08-31 22:00:05+00:00,houstontranstar,SH-35 Eastbound At SH 36 - High Water - Status: Cleared at 4:56 PM,
2017-08-31 21:57:05+00:00,houstontranstar,SH-288 Northbound Before IH-45 GULF - Accident - Status: Cleared at 4:54 PM,
2017-08-31 21:24:07+00:00,houstontranstar,IH-69 Eastex Freeway Southbound At GREENS RD - Accident - Status: Verified at 4:22 PM - Lanes Affected: All Mainlanes,
2017-08-31 21:24:05+00:00,houstontranstar,IH-69 Eastex Freeway Northbound At GREENS RD - Accident - Status: Verified at 4:21 PM - Lanes Affected: All Mainlanes,
2017-08-31 21:21:05+00:00,houstontranstar,"SH-288 Northbound Before IH-45 GULF - Accident - Status: Verified at 4:18 PM - Lanes Affected: 2 Mainlane(s), 1 Shoulder Lane(s)",
2017-08-31 21:00:05+00:00,houstontranstar,"IH-10 EAST Eastbound At LOCKWOOD DR - Heavy Truck, Stall - Status: Cleared at 3:58 PM",
2017-08-31 20:18:06+00:00,houstontranstar,BS-290 Eastbound At FM-359 - High Water - Status: Cleared at 3:16 PM,
2017-08-31 20:18:05+00:00,houstontranstar,WEST SAM HOUSTON TOLLWAY Southbound Before WESTPARK DR - Stall - Status: Cleared at 3:14 PM,
2017-08-31 20:15:05+00:00,houstontranstar,SOUTH SAM HOUSTON TOLLWAY Eastbound At SOUTHEAST PLAZA - Other - Status: Cleared at 3:12 PM,
2017-08-31 20:12:05+00:00,houstontranstar,FM-529 Eastbound At STEFKA RD - High Water - Status: Cleared at 3:10 PM,
2017-08-31 19:27:05+00:00,houstontranstar,"IH-10 EAST Westbound At N. MAIN/ Crosby Cedar Bayou - High Water, Road Debris - Status: Verified at 2:23 PM - Lanes Affected: All Mainlanes",
2017-08-31 19:09:05+00:00,houstontranstar,SH-6 Eastbound At MISSISSIPPI ST - High Water - Status: Cleared at 2:07 PM,
2017-08-31 19:06:05+00:00,houstontranstar,SH-6 Eastbound At MUSTANG BAYOU RD - High Water - Status: Cleared at 2:02 PM,
2017-08-31 19:00:05+00:00,houstontranstar,SH-35 Eastbound At 11TH ST - High Water - Status: Cleared at 1:56 PM,
2017-08-31 18:54:05+00:00,houstontranstar,"US-90 ALTERNATE Eastbound At SH-99 GRAND PARKWAY - High Water, Accident - Status: Verified at 1:52 PM - Lanes Affected: All Mainlanes",
2017-08-31 18:48:05+00:00,houstontranstar,FM-1462 Eastbound At SH-36 - High Water - Status: Cleared at 1:46 PM,
2017-08-31 18:42:05+00:00,houstontranstar,US-90 Westbound At UVALDE - High Water - Status: Cleared at 1:39 PM,
2017-08-31 18:39:05+00:00,houstontranstar,IH-45 Northbound At FM-518 - High Water - Status: Cleared at 1:36 PM,
2017-08-31 18:30:12+00:00,houstontranstar,US-290 NORTHWEST Eastbound At SKINNER - High Water - Status: Cleared at 1:27 PM,
2017-08-31 18:30:08+00:00,houstontranstar,IH-10 KATY Westbound At SH-6 - High Water - Status: Cleared at 1:28 PM,
2017-08-31 18:30:05+00:00,houstontranstar,"IH-10 EAST Eastbound At LOCKWOOD DR - Heavy Truck, Stall - Status: Verified at 1:26 PM - Lanes Affected: 2 Mainlane(s)",
2017-08-31 18:27:09+00:00,houstontranstar,SH-6 Eastbound At CARDINAL DR CR 149 - High Water - Status: Cleared at 1:23 PM,
2017-08-31 18:27:05+00:00,houstontranstar,IH-45 GULF Northbound At TRAVIS - High Water - Status: Cleared at 1:24 PM,
2017-08-31 18:24:05+00:00,houstontranstar,IH-10 Westbound At DONIGAN RD - High Water - Status: Cleared at 1:20 PM,
2017-08-31 17:45:05+00:00,houstontranstar,IH-10 EAST Eastbound At CEDAR LN - High Water - Status: Cleared at 12:42 PM,
2017-08-31 16:51:05+00:00,houstontranstar,SOUTH SAM HOUSTON TOLLWAY Eastbound At SOUTHEAST PLAZA - Other - Status: Verified at 11:48 AM - Lanes Affected: 3 Mainlane(s),
2017-08-31 16:15:05+00:00,houstontranstar,US-290 Eastbound At FM 1098 - High Water - Status: Cleared at 11:11 AM,
2017-08-31 16:12:10+00:00,houstontranstar,US-290 NORTHWEST Eastbound At FM-529 - High Water - Status: Cleared at 11:10 AM,
2017-08-31 16:12:05+00:00,houstontranstar,US-290 NORTHWEST Eastbound At BINFORD - High Water - Status: Cleared at 11:08 AM,
2017-08-31 15:45:14+00:00,houstontranstar,US-290 NORTHWEST Westbound At ELDRIDGE PARKWAY - High Water - Status: Cleared at 10:42 AM,
2017-08-31 15:45:09+00:00,houstontranstar,IH-10 EAST Westbound At MONMOUTH DR - High Water - Status: Cleared at 10:43 AM,
2017-08-31 15:45:05+00:00,houstontranstar,IH-10 EAST Eastbound At MONMOUTH DR - High Water - Status: Cleared at 10:41 AM,
2017-08-31 15:42:05+00:00,houstontranstar,IH-10 EAST Westbound At S MAIN ST/S LYNCHBURG RD - High Water - Status: Cleared at 10:38 AM,
2017-08-31 15:39:08+00:00,houstontranstar,SOUTH SAM HOUSTON TOLLWAY Eastbound At SH-288 - High Water - Status: Cleared at 10:37 AM,
2017-08-31 15:39:05+00:00,houstontranstar,IH-10 EAST Westbound At MONMOUTH DR - Other - Status: Verified at 10:34 AM - Lanes Affected: All Mainlanes,
2017-08-31 15:36:05+00:00,houstontranstar,IH-10 EAST Eastbound At MONMOUTH DR - Other - Status: Verified at 10:26 AM - Lanes Affected: All Mainlanes,
2017-08-31 14:45:05+00:00,houstontranstar,BELTWAY 8-WEST Northbound At BRIAR FOREST DR - High Water - Status: Cleared at 9:43 AM,
